open,close,high,low,value,volume,begin,end
2661.0,2661.0,2661.0,2661.0,13305.0,5,2011-12-15 10:37:00,2011-12-15 10:37:59
2663.0,2670.5,2670.5,2660.6,87843.4,33,2011-12-15 10:38:00,2011-12-15 10:38:59
2664.4,2660.1,2664.4,2660.1,247507.6,93,2011-12-15 10:40:00,2011-12-15 10:40:59
2660.1,2660.1,2660.1,2660.1,101083.8,38,2011-12-15 10:41:00,2011-12-15 10:41:59
2661.0,2661.0,2661.0,2661.0,13305.0,5,2011-12-15 10:42:00,2011-12-15 10:42:59
2661.0,2661.0,2661.0,2661.0,13305.0,5,2011-12-15 10:43:00,2011-12-15 10:43:59
2665.0,2660.1,2666.9,2660.1,50588.3,19,2011-12-15 10:44:00,2011-12-15 10:44:59
2662.0,2660.1,2662.0,2660.1,13306.3,5,2011-12-15 10:45:00,2011-12-15 10:45:59
2666.9,2666.9,2666.9,2666.9,77340.1,29,2011-12-15 10:47:00,2011-12-15 10:47:59
2660.3,2669.1,2669.1,2660.2,39992.3,15,2011-12-15 10:48:00,2011-12-15 10:48:59
2668.9,2668.9,2668.9,2668.9,26689.0,10,2011-12-15 10:49:00,2011-12-15 10:49:59
2660.3,2668.9,2668.9,2660.2,119886.5,45,2011-12-15 10:50:00,2011-12-15 10:50:59
2660.6,2660.6,2660.6,2660.6,15963.6,6,2011-12-15 10:52:00,2011-12-15 10:52:59
2668.6,2669.1,2669.1,2668.6,21351.3,8,2011-12-15 10:53:00,2011-12-15 10:53:59
2668.6,2668.6,2668.6,2668.6,2668.6,1,2011-12-15 10:54:00,2011-12-15 10:54:59
2668.6,2698.7,2698.7,2661.1,405779.4,151,2011-12-15 10:55:00,2011-12-15 10:55:59
2677.5,2679.0,2679.0,2677.5,34819.5,13,2011-12-15 10:57:00,2011-12-15 10:57:59
2672.9,2672.9,2672.9,2672.9,53458.0,20,2011-12-15 10:58:00,2011-12-15 10:58:59
2674.5,2674.2,2674.5,2674.2,26743.5,10,2011-12-15 11:00:00,2011-12-15 11:00:59
2686.8,2696.9,2696.9,2686.8,158900.0,59,2011-12-15 11:01:00,2011-12-15 11:01:59
2695.0,2684.4,2698.4,2684.1,333301.9,124,2011-12-15 11:02:00,2011-12-15 11:02:59
2680.2,2693.5,2694.0,2680.2,96859.5,36,2011-12-15 11:05:00,2011-12-15 11:05:59
2694.2,2688.6,2698.8,2688.6,342408.4,127,2011-12-15 11:06:00,2011-12-15 11:06:59
2687.8,2688.7,2693.3,2685.2,94130.1,35,2011-12-15 11:07:00,2011-12-15 11:07:59
2695.0,2697.0,2699.9,2695.0,286044.6,106,2011-12-15 11:09:00,2011-12-15 11:09:59
2699.9,2717.7,2717.7,2697.3,368267.9,136,2011-12-15 11:10:00,2011-12-15 11:10:59
2713.9,2714.9,2715.0,2708.8,40692.4,15,2011-12-15 11:11:00,2011-12-15 11:11:59
2707.8,2700.0,2707.8,2700.0,276023.7,102,2011-12-15 11:12:00,2011-12-15 11:12:59
2700.0,2700.0,2700.0,2700.0,13500.0,5,2011-12-15 11:14:00,2011-12-15 11:14:59
2700.0,2700.0,2700.0,2700.0,2700.0,1,2011-12-15 11:15:00,2011-12-15 11:15:59
2700.0,2691.6,2700.0,2691.6,88898.8,33,2011-12-15 11:16:00,2011-12-15 11:16:59
2688.0,2688.0,2688.0,2688.0,26880.0,10,2011-12-15 11:17:00,2011-12-15 11:17:59
2688.0,2688.0,2688.0,2688.0,2688.0,1,2011-12-15 11:18:00,2011-12-15 11:18:59
2688.0,2674.4,2688.0,2674.2,192865.5,72,2011-12-15 11:19:00,2011-12-15 11:19:59
2674.3,2674.4,2674.4,2674.3,106975.5,40,2011-12-15 11:20:00,2011-12-15 11:20:59
2680.7,2680.7,2680.7,2680.7,13403.5,5,2011-12-15 11:22:00,2011-12-15 11:22:59
2681.0,2681.0,2681.0,2681.0,13405.0,5,2011-12-15 11:24:00,2011-12-15 11:24:59
2681.2,2670.7,2681.2,2670.7,168763.1,63,2011-12-15 11:26:00,2011-12-15 11:26:59
2671.0,2671.0,2671.0,2671.0,13355.0,5,2011-12-15 11:29:00,2011-12-15 11:29:59
2674.9,2679.9,2680.0,2674.9,182070.5,68,2011-12-15 11:30:00,2011-12-15 11:30:59
2679.9,2679.9,2679.9,2679.9,8039.7,3,2011-12-15 11:31:00,2011-12-15 11:31:59
2670.4,2676.6,2676.6,2670.4,34777.2,13,2011-12-15 11:32:00,2011-12-15 11:32:59
2671.2,2671.2,2671.2,2671.2,13356.0,5,2011-12-15 11:34:00,2011-12-15 11:34:59
2675.7,2669.7,2675.7,2669.7,189673.3,71,2011-12-15 11:35:00,2011-12-15 11:35:59
2669.6,2670.0,2670.0,2667.0,923667.7,346,2011-12-15 11:36:00,2011-12-15 11:36:59
2670.0,2670.0,2670.0,2670.0,45390.0,17,2011-12-15 11:37:00,2011-12-15 11:37:59
2667.7,2670.9,2670.9,2667.7,146867.5,55,2011-12-15 11:39:00,2011-12-15 11:39:59
2674.5,2674.9,2674.9,2674.5,267479.4,100,2011-12-15 11:40:00,2011-12-15 11:40:59
2670.9,2665.2,2670.9,2665.2,13331.7,5,2011-12-15 11:41:00,2011-12-15 11:41:59
2665.4,2665.1,2671.0,2665.1,18661.9,7,2011-12-15 11:43:00,2011-12-15 11:43:59
2667.0,2673.0,2673.0,2665.1,149643.5,56,2011-12-15 11:46:00,2011-12-15 11:46:59
2678.4,2678.4,2678.4,2678.4,13392.0,5,2011-12-15 11:48:00,2011-12-15 11:48:59
2687.6,2687.6,2687.6,2687.6,26876.0,10,2011-12-15 11:50:00,2011-12-15 11:50:59
2680.9,2680.9,2680.9,2680.9,13404.5,5,2011-12-15 11:51:00,2011-12-15 11:51:59
2685.0,2685.0,2685.0,2685.0,10740.0,4,2011-12-15 11:52:00,2011-12-15 11:52:59
2685.0,2679.8,2685.0,2679.8,29509.0,11,2011-12-15 11:53:00,2011-12-15 11:53:59
2685.0,2699.1,2699.1,2685.0,431074.2,160,2011-12-15 11:54:00,2011-12-15 11:54:59
2688.5,2688.5,2688.5,2688.5,13442.5,5,2011-12-15 11:56:00,2011-12-15 11:56:59
2690.0,2690.0,2690.0,2690.0,32280.0,12,2011-12-15 11:57:00,2011-12-15 11:57:59
2686.1,2686.0,2686.1,2686.0,16116.2,6,2011-12-15 11:58:00,2011-12-15 11:58:59
2682.5,2689.1,2689.1,2682.5,16128.0,6,2011-12-15 12:00:00,2011-12-15 12:00:59
2688.0,2681.4,2688.0,2681.4,308512.8,115,2011-12-15 12:01:00,2011-12-15 12:01:59
2692.4,2692.4,2692.4,2692.4,13462.0,5,2011-12-15 12:02:00,2011-12-15 12:02:59
2682.1,2682.1,2682.1,2682.1,13410.5,5,2011-12-15 12:03:00,2011-12-15 12:03:59
2682.5,2680.0,2682.5,2680.0,48268.1,18,2011-12-15 12:05:00,2011-12-15 12:05:59
2680.0,2679.0,2680.0,2679.0,66982.7,25,2011-12-15 12:08:00,2011-12-15 12:08:59
2678.4,2678.4,2678.4,2678.4,8035.2,3,2011-12-15 12:09:00,2011-12-15 12:09:59
2673.7,2675.1,2675.4,2673.7,88277.7,33,2011-12-15 12:10:00,2011-12-15 12:10:59
2675.1,2675.1,2675.1,2675.1,50826.9,19,2011-12-15 12:11:00,2011-12-15 12:11:59
2680.1,2668.0,2680.1,2668.0,18704.7,7,2011-12-15 12:12:00,2011-12-15 12:12:59
2668.0,2661.3,2668.0,2661.3,138529.6,52,2011-12-15 12:15:00,2011-12-15 12:15:59
2662.0,2664.3,2679.7,2660.7,536108.6,201,2011-12-15 12:17:00,2011-12-15 12:17:59
2670.9,2666.5,2676.4,2666.5,587450.9,220,2011-12-15 12:18:00,2011-12-15 12:18:59
2674.2,2678.6,2678.6,2674.2,96363.6,36,2011-12-15 12:19:00,2011-12-15 12:19:59
2677.9,2678.2,2685.1,2662.3,1225555.6,459,2011-12-15 12:20:00,2011-12-15 12:20:59
2669.8,2669.9,2669.9,2669.8,26698.8,10,2011-12-15 12:21:00,2011-12-15 12:21:59
2663.5,2663.5,2663.5,2663.5,13317.5,5,2011-12-15 12:22:00,2011-12-15 12:22:59
2669.8,2670.0,2670.0,2669.8,26698.6,10,2011-12-15 12:23:00,2011-12-15 12:23:59
2665.4,2664.7,2665.4,2664.7,13324.2,5,2011-12-15 12:25:00,2011-12-15 12:25:59
2672.4,2678.7,2678.7,2672.4,313180.6,117,2011-12-15 12:26:00,2011-12-15 12:26:59
2678.5,2676.9,2683.7,2676.8,109937.7,41,2011-12-15 12:27:00,2011-12-15 12:27:59
2682.0,2691.8,2692.5,2682.0,204475.7,76,2011-12-15 12:28:00,2011-12-15 12:28:59
2690.7,2686.1,2697.0,2685.7,671128.3,249,2011-12-15 12:29:00,2011-12-15 12:29:59
2695.1,2699.2,2699.2,2695.1,223929.4,83,2011-12-15 12:30:00,2011-12-15 12:30:59
2700.0,2707.0,2707.0,2700.0,64884.0,24,2011-12-15 12:31:00,2011-12-15 12:31:59
2706.9,2694.6,2707.0,2694.6,97389.5,36,2011-12-15 12:32:00,2011-12-15 12:32:59
2701.2,2701.2,2701.2,2701.2,126956.4,47,2011-12-15 12:33:00,2011-12-15 12:33:59
2701.2,2696.4,2701.2,2696.4,26988.0,10,2011-12-15 12:34:00,2011-12-15 12:34:59
2705.6,2707.5,2707.5,2704.8,186686.6,69,2011-12-15 12:35:00,2011-12-15 12:35:59
2707.5,2709.4,2713.4,2682.1,1146246.3,424,2011-12-15 12:36:00,2011-12-15 12:36:59
2707.5,2709.3,2709.5,2695.2,346345.5,128,2011-12-15 12:37:00,2011-12-15 12:37:59
2709.3,2709.6,2710.0,2703.7,392735.0,145,2011-12-15 12:38:00,2011-12-15 12:38:59
2701.3,2701.3,2701.3,2701.3,13506.5,5,2011-12-15 12:39:00,2011-12-15 12:39:59
2707.0,2709.6,2709.6,2707.0,203175.2,75,2011-12-15 12:40:00,2011-12-15 12:40:59
2701.7,2695.6,2701.7,2695.6,137555.1,51,2011-12-15 12:42:00,2011-12-15 12:42:59
2704.1,2697.5,2707.0,2687.2,1575215.3,584,2011-12-15 12:43:00,2011-12-15 12:43:59
2688.2,2683.4,2688.2,2683.3,389532.7,145,2011-12-15 12:44:00,2011-12-15 12:44:59
2683.0,2685.4,2685.4,2683.0,91294.0,34,2011-12-15 12:45:00,2011-12-15 12:45:59
2685.4,2696.3,2696.3,2685.4,134476.5,50,2011-12-15 12:46:00,2011-12-15 12:46:59
2683.5,2683.5,2683.5,2683.5,13417.5,5,2011-12-15 12:47:00,2011-12-15 12:47:59
2688.3,2687.8,2688.3,2687.8,193557.1,72,2011-12-15 12:48:00,2011-12-15 12:48:59
2683.0,2671.4,2683.0,2671.4,526987.3,197,2011-12-15 12:49:00,2011-12-15 12:49:59
2675.6,2685.8,2685.8,2675.5,37560.2,14,2011-12-15 12:50:00,2011-12-15 12:50:59
2680.6,2675.0,2680.6,2675.0,88428.6,33,2011-12-15 12:51:00,2011-12-15 12:51:59
2676.1,2674.1,2676.1,2674.1,117680.2,44,2011-12-15 12:52:00,2011-12-15 12:52:59
2681.8,2681.8,2681.8,2681.8,2681.8,1,2011-12-15 12:53:00,2011-12-15 12:53:59
2672.5,2672.0,2672.5,2672.0,13361.7,5,2011-12-15 12:54:00,2011-12-15 12:54:59
2679.2,2681.3,2681.3,2672.9,50877.5,19,2011-12-15 12:56:00,2011-12-15 12:56:59
2684.3,2682.9,2684.3,2682.9,16100.6,6,2011-12-15 12:57:00,2011-12-15 12:57:59
2673.9,2676.3,2676.3,2666.1,767071.5,287,2011-12-15 12:58:00,2011-12-15 12:58:59
2667.3,2667.3,2667.3,2667.3,13336.5,5,2011-12-15 12:59:00,2011-12-15 12:59:59
2668.7,2667.2,2668.7,2667.2,16010.7,6,2011-12-15 13:01:00,2011-12-15 13:01:59
2667.2,2667.2,2667.2,2667.2,10668.8,4,2011-12-15 13:02:00,2011-12-15 13:02:59
2667.1,2661.3,2667.1,2660.4,498112.1,187,2011-12-15 13:03:00,2011-12-15 13:03:59
2662.1,2661.4,2662.1,2661.4,149043.1,56,2011-12-15 13:04:00,2011-12-15 13:04:59
2661.4,2660.0,2661.4,2660.0,1346064.5,506,2011-12-15 13:05:00,2011-12-15 13:05:59
2660.1,2660.1,2660.1,2660.1,13300.5,5,2011-12-15 13:06:00,2011-12-15 13:06:59
2660.1,2660.1,2660.1,2660.1,13300.5,5,2011-12-15 13:08:00,2011-12-15 13:08:59
2660.1,2655.0,2660.1,2655.0,566531.3,213,2011-12-15 13:09:00,2011-12-15 13:09:59
2654.7,2652.0,2654.7,2652.0,249296.6,94,2011-12-15 13:10:00,2011-12-15 13:10:59
2652.0,2660.0,2660.0,2652.0,790533.0,298,2011-12-15 13:11:00,2011-12-15 13:11:59
2659.2,2660.0,2660.0,2659.2,26596.8,10,2011-12-15 13:12:00,2011-12-15 13:12:59
2652.8,2652.8,2652.8,2652.8,13264.0,5,2011-12-15 13:13:00,2011-12-15 13:13:59
2660.0,2660.0,2660.0,2660.0,79800.0,30,2011-12-15 13:14:00,2011-12-15 13:14:59
2663.1,2675.0,2675.0,2663.1,6985976.0,2612,2011-12-15 13:15:00,2011-12-15 13:15:59
2670.6,2670.0,2670.6,2669.8,381795.9,143,2011-12-15 13:16:00,2011-12-15 13:16:59
2670.2,2670.3,2679.6,2670.2,34760.1,13,2011-12-15 13:18:00,2011-12-15 13:18:59
2680.0,2680.0,2680.0,2680.0,2680.0,1,2011-12-15 13:19:00,2011-12-15 13:19:59
2680.0,2677.0,2680.0,2677.0,24096.0,9,2011-12-15 13:20:00,2011-12-15 13:20:59
2673.6,2684.1,2684.2,2670.7,96542.8,36,2011-12-15 13:21:00,2011-12-15 13:21:59
2687.7,2687.7,2687.7,2687.7,2687.7,1,2011-12-15 13:22:00,2011-12-15 13:22:59
2675.3,2675.3,2675.3,2675.3,13376.5,5,2011-12-15 13:23:00,2011-12-15 13:23:59
2676.2,2676.2,2676.2,2676.2,13381.0,5,2011-12-15 13:25:00,2011-12-15 13:25:59
2673.3,2673.3,2673.3,2673.3,13366.5,5,2011-12-15 13:28:00,2011-12-15 13:28:59
2675.5,2675.5,2675.5,2675.5,16053.0,6,2011-12-15 13:30:00,2011-12-15 13:30:59
2673.7,2673.7,2673.7,2673.7,13368.5,5,2011-12-15 13:33:00,2011-12-15 13:33:59
2677.4,2677.4,2677.4,2677.4,45515.8,17,2011-12-15 13:34:00,2011-12-15 13:34:59
2670.7,2670.6,2670.7,2670.6,13353.4,5,2011-12-15 13:35:00,2011-12-15 13:35:59
2670.0,2670.0,2670.0,2670.0,5340.0,2,2011-12-15 13:36:00,2011-12-15 13:36:59
2670.0,2670.0,2670.0,2666.6,18686.6,7,2011-12-15 13:38:00,2011-12-15 13:38:59
2670.0,2675.0,2675.0,2670.0,6700850.0,2505,2011-12-15 13:40:00,2011-12-15 13:40:59
2673.9,2674.0,2674.0,2673.9,16043990.8,6000,2011-12-15 13:41:00,2011-12-15 13:41:59
2670.0,2665.1,2670.0,2665.1,13340.2,5,2011-12-15 13:42:00,2011-12-15 13:42:59
2670.0,2670.0,2670.0,2670.0,40050.0,15,2011-12-15 13:43:00,2011-12-15 13:43:59
2670.0,2670.0,2670.0,2670.0,42720.0,16,2011-12-15 13:44:00,2011-12-15 13:44:59
2670.0,2668.9,2670.0,2668.8,234872.6,88,2011-12-15 13:45:00,2011-12-15 13:45:59
2670.0,2670.0,2670.0,2669.9,128159.2,48,2011-12-15 13:46:00,2011-12-15 13:46:59
2670.0,2665.0,2670.0,2665.0,16005.0,6,2011-12-15 13:47:00,2011-12-15 13:47:59
2670.0,2670.0,2670.0,2670.0,48060.0,18,2011-12-15 13:48:00,2011-12-15 13:48:59
2670.0,2665.1,2670.0,2665.1,13335.3,5,2011-12-15 13:50:00,2011-12-15 13:50:59
2670.0,2673.0,2673.0,2670.0,16023.0,6,2011-12-15 13:52:00,2011-12-15 13:52:59
2673.0,2673.8,2673.8,2673.0,181766.4,68,2011-12-15 13:53:00,2011-12-15 13:53:59
2673.9,2673.9,2673.9,2673.9,2673.9,1,2011-12-15 13:54:00,2011-12-15 13:54:59
2673.1,2674.9,2674.9,2673.1,361001.4,135,2011-12-15 13:55:00,2011-12-15 13:55:59
2676.5,2676.5,2676.5,2676.5,42824.0,16,2011-12-15 13:56:00,2011-12-15 13:56:59
2677.1,2677.0,2677.5,2677.0,168661.6,63,2011-12-15 13:57:00,2011-12-15 13:57:59
2677.0,2677.0,2677.0,2677.0,34801.0,13,2011-12-15 13:58:00,2011-12-15 13:58:59
2677.0,2677.0,2677.0,2675.0,998353.1,373,2011-12-15 13:59:00,2011-12-15 13:59:59
2677.0,2677.0,2679.2,2675.0,259668.4,97,2011-12-15 14:00:00,2011-12-15 14:00:59
2677.4,2677.3,2677.4,2677.0,192763.8,72,2011-12-15 14:01:00,2011-12-15 14:01:59
2677.0,2677.0,2677.0,2677.0,16062.0,6,2011-12-15 14:02:00,2011-12-15 14:02:59
2677.0,2676.6,2677.0,2676.6,208776.4,78,2011-12-15 14:03:00,2011-12-15 14:03:59
2677.7,2677.7,2677.7,2677.7,13388.5,5,2011-12-15 14:04:00,2011-12-15 14:04:59
2680.0,2680.0,2680.0,2680.0,214400.0,80,2011-12-15 14:05:00,2011-12-15 14:05:59
2677.0,2681.1,2681.1,2677.0,42873.0,16,2011-12-15 14:06:00,2011-12-15 14:06:59
2681.1,2690.6,2690.6,2679.2,652374.9,243,2011-12-15 14:07:00,2011-12-15 14:07:59
2694.8,2699.9,2699.9,2681.0,1486403.3,552,2011-12-15 14:08:00,2011-12-15 14:08:59
2699.9,2699.9,2699.9,2690.1,283430.5,105,2011-12-15 14:09:00,2011-12-15 14:09:59
2699.0,2699.9,2699.9,2682.0,964331.2,358,2011-12-15 14:10:00,2011-12-15 14:10:59
2699.0,2704.6,2704.6,2689.3,1886683.3,699,2011-12-15 14:11:00,2011-12-15 14:11:59
2689.5,2696.8,2706.0,2689.5,737374.6,273,2011-12-15 14:12:00,2011-12-15 14:12:59
